Epoch: 0, time: 0.454, Train Loss: 9.146e+00,Vali Loss: 9.125e-01, Train l2: 1.1313, Vali l2: 1.0199
Epoch: 207, time: 0.063, Train Loss: 8.348e+00,Vali Loss: 1.055e+00, Train l2: 0.1099, Vali l2: 0.6516
Epoch: 208, time: 0.063, Train Loss: 8.341e+00,Vali Loss: 1.095e+00, Train l2: 0.1107, Vali l2: 0.6902
Epoch: 209, time: 0.063, Train Loss: 8.339e+00,Vali Loss: 9.210e-01, Train l2: 0.1094, Vali l2: 0.6505
Epoch: 210, time: 0.063, Train Loss: 8.342e+00,Vali Loss: 9.103e-01, Train l2: 0.1079, Vali l2: 0.6460
Epoch: 211, time: 0.063, Train Loss: 8.339e+00,Vali Loss: 8.785e-01, Train l2: 0.1079, Vali l2: 0.6188
Epoch: 212, time: 0.063, Train Loss: 8.335e+00,Vali Loss: 9.653e-01, Train l2: 0.1082, Vali l2: 0.6830
Epoch: 213, time: 0.063, Train Loss: 8.336e+00,Vali Loss: 1.214e+00, Train l2: 0.1091, Vali l2: 0.6722
Epoch: 214, time: 0.063, Train Loss: 8.330e+00,Vali Loss: 1.056e+00, Train l2: 0.1128, Vali l2: 0.6597
Epoch: 215, time: 0.063, Train Loss: 8.335e+00,Vali Loss: 9.020e-01, Train l2: 0.1180, Vali l2: 0.6090
Epoch: 216, time: 0.063, Train Loss: 8.332e+00,Vali Loss: 8.967e-01, Train l2: 0.1120, Vali l2: 0.6377
Epoch: 217, time: 0.063, Train Loss: 8.335e+00,Vali Loss: 1.037e+00, Train l2: 0.1117, Vali l2: 0.6591
Epoch: 218, time: 0.063, Train Loss: 8.335e+00,Vali Loss: 9.724e-01, Train l2: 0.1111, Vali l2: 0.6560
Epoch: 219, time: 0.064, Train Loss: 8.333e+00,Vali Loss: 1.119e+00, Train l2: 0.1087, Vali l2: 0.6707
Epoch: 220, time: 0.064, Train Loss: 8.333e+00,Vali Loss: 9.796e-01, Train l2: 0.1101, Vali l2: 0.6362
Epoch: 221, time: 0.063, Train Loss: 8.334e+00,Vali Loss: 1.024e+00, Train l2: 0.1083, Vali l2: 0.6657
Epoch: 222, time: 0.063, Train Loss: 8.335e+00,Vali Loss: 1.236e+00, Train l2: 0.1084, Vali l2: 0.7291
Epoch: 223, time: 0.063, Train Loss: 8.336e+00,Vali Loss: 1.056e+00, Train l2: 0.1105, Vali l2: 0.6620
Epoch: 224, time: 0.063, Train Loss: 8.326e+00,Vali Loss: 8.951e-01, Train l2: 0.1095, Vali l2: 0.6491
Epoch: 225, time: 0.088, Train Loss: 8.329e+00,Vali Loss: 9.472e-01, Train l2: 0.1082, Vali l2: 0.6534
Epoch: 226, time: 0.065, Train Loss: 8.325e+00,Vali Loss: 1.140e+00, Train l2: 0.1070, Vali l2: 0.6881
Epoch: 227, time: 0.063, Train Loss: 8.324e+00,Vali Loss: 8.580e-01, Train l2: 0.1058, Vali l2: 0.6226
Epoch: 228, time: 0.063, Train Loss: 8.326e+00,Vali Loss: 8.346e-01, Train l2: 0.1048, Vali l2: 0.6381
Epoch: 229, time: 0.063, Train Loss: 8.328e+00,Vali Loss: 1.030e+00, Train l2: 0.1049, Vali l2: 0.6810
Epoch: 230, time: 0.063, Train Loss: 8.329e+00,Vali Loss: 6.807e-01, Train l2: 0.1060, Vali l2: 0.5718
Epoch: 231, time: 0.063, Train Loss: 8.326e+00,Vali Loss: 1.039e+00, Train l2: 0.1068, Vali l2: 0.6730
Epoch: 232, time: 0.063, Train Loss: 8.324e+00,Vali Loss: 9.846e-01, Train l2: 0.1053, Vali l2: 0.6426
Epoch: 233, time: 0.063, Train Loss: 8.323e+00,Vali Loss: 8.854e-01, Train l2: 0.1039, Vali l2: 0.6422
Epoch: 234, time: 0.063, Train Loss: 8.322e+00,Vali Loss: 1.019e+00, Train l2: 0.1052, Vali l2: 0.6600
Epoch: 235, time: 0.063, Train Loss: 8.322e+00,Vali Loss: 8.162e-01, Train l2: 0.1058, Vali l2: 0.6129
Epoch: 236, time: 0.063, Train Loss: 8.323e+00,Vali Loss: 1.033e+00, Train l2: 0.1069, Vali l2: 0.6800
Epoch: 237, time: 0.063, Train Loss: 8.318e+00,Vali Loss: 8.463e-01, Train l2: 0.1055, Vali l2: 0.6248
Epoch: 238, time: 0.063, Train Loss: 8.322e+00,Vali Loss: 1.033e+00, Train l2: 0.1060, Vali l2: 0.6807
Epoch: 239, time: 0.063, Train Loss: 8.322e+00,Vali Loss: 9.009e-01, Train l2: 0.1068, Vali l2: 0.6397
Epoch: 240, time: 0.063, Train Loss: 8.321e+00,Vali Loss: 1.230e+00, Train l2: 0.1050, Vali l2: 0.6935
Epoch: 241, time: 0.063, Train Loss: 8.321e+00,Vali Loss: 1.041e+00, Train l2: 0.1058, Vali l2: 0.6556
Epoch: 242, time: 0.063, Train Loss: 8.311e+00,Vali Loss: 9.413e-01, Train l2: 0.1053, Vali l2: 0.6472
Epoch: 243, time: 0.063, Train Loss: 8.324e+00,Vali Loss: 8.668e-01, Train l2: 0.1118, Vali l2: 0.6282
Epoch: 244, time: 0.063, Train Loss: 8.316e+00,Vali Loss: 1.038e+00, Train l2: 0.1099, Vali l2: 0.6622
Epoch: 245, time: 0.063, Train Loss: 8.319e+00,Vali Loss: 8.501e-01, Train l2: 0.1087, Vali l2: 0.5934
Epoch: 246, time: 0.063, Train Loss: 8.313e+00,Vali Loss: 1.558e+00, Train l2: 0.1072, Vali l2: 0.7673
Epoch: 247, time: 0.063, Train Loss: 8.312e+00,Vali Loss: 1.008e+00, Train l2: 0.1074, Vali l2: 0.6596
Epoch: 248, time: 0.063, Train Loss: 8.311e+00,Vali Loss: 1.131e+00, Train l2: 0.1070, Vali l2: 0.6724
Epoch: 249, time: 0.063, Train Loss: 8.313e+00,Vali Loss: 1.228e+00, Train l2: 0.1106, Vali l2: 0.6781
Epoch: 250, time: 0.063, Train Loss: 8.305e+00,Vali Loss: 8.894e-01, Train l2: 0.1095, Vali l2: 0.6275
Epoch: 251, time: 0.063, Train Loss: 8.311e+00,Vali Loss: 1.029e+00, Train l2: 0.1074, Vali l2: 0.6793
Epoch: 252, time: 0.063, Train Loss: 8.309e+00,Vali Loss: 8.794e-01, Train l2: 0.1118, Vali l2: 0.6247
Epoch: 253, time: 0.063, Train Loss: 8.307e+00,Vali Loss: 9.362e-01, Train l2: 0.1081, Vali l2: 0.6297
Epoch: 254, time: 0.063, Train Loss: 8.308e+00,Vali Loss: 9.043e-01, Train l2: 0.1059, Vali l2: 0.6243
Epoch: 255, time: 0.063, Train Loss: 8.307e+00,Vali Loss: 8.316e-01, Train l2: 0.1056, Vali l2: 0.6301
Epoch: 256, time: 0.063, Train Loss: 8.301e+00,Vali Loss: 1.343e+00, Train l2: 0.1108, Vali l2: 0.7229
Epoch: 257, time: 0.063, Train Loss: 8.311e+00,Vali Loss: 9.358e-01, Train l2: 0.1163, Vali l2: 0.6278
Epoch: 258, time: 0.063, Train Loss: 8.307e+00,Vali Loss: 8.720e-01, Train l2: 0.1104, Vali l2: 0.6206
Epoch: 259, time: 0.063, Train Loss: 8.308e+00,Vali Loss: 8.100e-01, Train l2: 0.1179, Vali l2: 0.6232
Epoch: 260, time: 0.063, Train Loss: 8.300e+00,Vali Loss: 8.974e-01, Train l2: 0.1148, Vali l2: 0.6171
Epoch: 261, time: 0.063, Train Loss: 8.306e+00,Vali Loss: 1.031e+00, Train l2: 0.1188, Vali l2: 0.6541
Epoch: 262, time: 0.063, Train Loss: 8.295e+00,Vali Loss: 8.485e-01, Train l2: 0.1128, Vali l2: 0.6451
Epoch: 263, time: 0.063, Train Loss: 8.309e+00,Vali Loss: 8.714e-01, Train l2: 0.1193, Vali l2: 0.6174
Epoch: 264, time: 0.063, Train Loss: 8.296e+00,Vali Loss: 1.308e+00, Train l2: 0.1260, Vali l2: 0.7022
Epoch: 265, time: 0.063, Train Loss: 8.311e+00,Vali Loss: 1.006e+00, Train l2: 0.1246, Vali l2: 0.6624
Epoch: 266, time: 0.063, Train Loss: 8.302e+00,Vali Loss: 8.667e-01, Train l2: 0.1226, Vali l2: 0.6466
Epoch: 267, time: 0.063, Train Loss: 8.293e+00,Vali Loss: 7.309e-01, Train l2: 0.1279, Vali l2: 0.5912
Epoch: 268, time: 0.063, Train Loss: 8.311e+00,Vali Loss: 9.095e-01, Train l2: 0.1273, Vali l2: 0.6277
Epoch: 269, time: 0.063, Train Loss: 8.296e+00,Vali Loss: 1.212e+00, Train l2: 0.1238, Vali l2: 0.7035
Epoch: 270, time: 0.063, Train Loss: 8.305e+00,Vali Loss: 9.804e-01, Train l2: 0.1149, Vali l2: 0.6465
Epoch: 271, time: 0.063, Train Loss: 8.297e+00,Vali Loss: 8.162e-01, Train l2: 0.1129, Vali l2: 0.6301
Epoch: 272, time: 0.063, Train Loss: 8.300e+00,Vali Loss: 9.699e-01, Train l2: 0.1200, Vali l2: 0.6466
Epoch: 273, time: 0.063, Train Loss: 8.294e+00,Vali Loss: 8.396e-01, Train l2: 0.1175, Vali l2: 0.6220
Epoch: 274, time: 0.063, Train Loss: 8.304e+00,Vali Loss: 1.096e+00, Train l2: 0.1129, Vali l2: 0.6861
Epoch: 275, time: 0.063, Train Loss: 8.294e+00,Vali Loss: 1.020e+00, Train l2: 0.1112, Vali l2: 0.6494
Epoch: 276, time: 0.063, Train Loss: 8.300e+00,Vali Loss: 8.790e-01, Train l2: 0.1096, Vali l2: 0.6370
Epoch: 277, time: 0.063, Train Loss: 8.294e+00,Vali Loss: 8.583e-01, Train l2: 0.1073, Vali l2: 0.6158
Epoch: 278, time: 0.063, Train Loss: 8.302e+00,Vali Loss: 8.857e-01, Train l2: 0.1089, Vali l2: 0.6344
Epoch: 279, time: 0.063, Train Loss: 8.295e+00,Vali Loss: 9.722e-01, Train l2: 0.1070, Vali l2: 0.6331
Epoch: 280, time: 0.063, Train Loss: 8.295e+00,Vali Loss: 7.786e-01, Train l2: 0.1089, Vali l2: 0.6073
Epoch: 281, time: 0.063, Train Loss: 8.295e+00,Vali Loss: 9.684e-01, Train l2: 0.1089, Vali l2: 0.6803
Epoch: 282, time: 0.063, Train Loss: 8.297e+00,Vali Loss: 8.921e-01, Train l2: 0.1071, Vali l2: 0.6558
Epoch: 283, time: 0.063, Train Loss: 8.292e+00,Vali Loss: 9.835e-01, Train l2: 0.1084, Vali l2: 0.6366
Epoch: 284, time: 0.063, Train Loss: 8.294e+00,Vali Loss: 1.206e+00, Train l2: 0.1129, Vali l2: 0.7047
Epoch: 285, time: 0.063, Train Loss: 8.290e+00,Vali Loss: 1.189e+00, Train l2: 0.1101, Vali l2: 0.7026
Epoch: 286, time: 0.063, Train Loss: 8.286e+00,Vali Loss: 7.630e-01, Train l2: 0.1099, Vali l2: 0.5941
Epoch: 287, time: 0.063, Train Loss: 8.289e+00,Vali Loss: 1.062e+00, Train l2: 0.1077, Vali l2: 0.6805
Epoch: 288, time: 0.063, Train Loss: 8.288e+00,Vali Loss: 9.268e-01, Train l2: 0.1129, Vali l2: 0.6583
Epoch: 289, time: 0.063, Train Loss: 8.296e+00,Vali Loss: 8.472e-01, Train l2: 0.1126, Vali l2: 0.6119
Epoch: 290, time: 0.063, Train Loss: 8.281e+00,Vali Loss: 9.011e-01, Train l2: 0.1199, Vali l2: 0.6304
Epoch: 291, time: 0.063, Train Loss: 8.285e+00,Vali Loss: 1.063e+00, Train l2: 0.1166, Vali l2: 0.6363
Epoch: 292, time: 0.063, Train Loss: 8.289e+00,Vali Loss: 9.287e-01, Train l2: 0.1143, Vali l2: 0.6458
Epoch: 293, time: 0.063, Train Loss: 8.287e+00,Vali Loss: 1.032e+00, Train l2: 0.1072, Vali l2: 0.6775
Epoch: 294, time: 0.063, Train Loss: 8.285e+00,Vali Loss: 1.132e+00, Train l2: 0.1071, Vali l2: 0.6851
Epoch: 295, time: 0.063, Train Loss: 8.283e+00,Vali Loss: 1.074e+00, Train l2: 0.1090, Vali l2: 0.6754
Epoch: 296, time: 0.063, Train Loss: 8.283e+00,Vali Loss: 1.065e+00, Train l2: 0.1085, Vali l2: 0.6705
Epoch: 297, time: 0.063, Train Loss: 8.289e+00,Vali Loss: 1.311e+00, Train l2: 0.1082, Vali l2: 0.6944
Epoch: 298, time: 0.063, Train Loss: 8.285e+00,Vali Loss: 8.533e-01, Train l2: 0.1073, Vali l2: 0.6122
Epoch: 299, time: 0.063, Train Loss: 8.283e+00,Vali Loss: 1.002e+00, Train l2: 0.1074, Vali l2: 0.6385
Epoch: 300, time: 0.063, Train Loss: 8.286e+00,Vali Loss: 1.071e+00, Train l2: 0.1036, Vali l2: 0.6783
Epoch: 301, time: 0.063, Train Loss: 8.279e+00,Vali Loss: 1.045e+00, Train l2: 0.1030, Vali l2: 0.6629
Epoch: 302, time: 0.063, Train Loss: 8.280e+00,Vali Loss: 1.214e+00, Train l2: 0.1018, Vali l2: 0.6728
Epoch: 303, time: 0.063, Train Loss: 8.281e+00,Vali Loss: 9.038e-01, Train l2: 0.1022, Vali l2: 0.6333
Epoch: 304, time: 0.064, Train Loss: 8.279e+00,Vali Loss: 1.165e+00, Train l2: 0.1013, Vali l2: 0.6951
Epoch: 305, time: 0.063, Train Loss: 8.280e+00,Vali Loss: 9.934e-01, Train l2: 0.1017, Vali l2: 0.6609
Epoch: 306, time: 0.063, Train Loss: 8.277e+00,Vali Loss: 1.019e+00, Train l2: 0.1005, Vali l2: 0.6577
Epoch: 307, time: 0.063, Train Loss: 8.277e+00,Vali Loss: 1.099e+00, Train l2: 0.1003, Vali l2: 0.6932
Epoch: 308, time: 0.063, Train Loss: 8.277e+00,Vali Loss: 1.159e+00, Train l2: 0.1012, Vali l2: 0.6779
Epoch: 309, time: 0.063, Train Loss: 8.278e+00,Vali Loss: 1.078e+00, Train l2: 0.1005, Vali l2: 0.6882
Epoch: 310, time: 0.063, Train Loss: 8.278e+00,Vali Loss: 1.179e+00, Train l2: 0.0998, Vali l2: 0.6862
Epoch: 311, time: 0.063, Train Loss: 8.277e+00,Vali Loss: 8.843e-01, Train l2: 0.1003, Vali l2: 0.6258
Epoch: 312, time: 0.063, Train Loss: 8.275e+00,Vali Loss: 9.951e-01, Train l2: 0.0995, Vali l2: 0.6638
Epoch: 313, time: 0.064, Train Loss: 8.275e+00,Vali Loss: 1.048e+00, Train l2: 0.1001, Vali l2: 0.6515
Epoch: 314, time: 0.064, Train Loss: 8.275e+00,Vali Loss: 1.174e+00, Train l2: 0.1001, Vali l2: 0.6953
Epoch: 315, time: 0.063, Train Loss: 8.275e+00,Vali Loss: 7.304e-01, Train l2: 0.0991, Vali l2: 0.5980
Epoch: 316, time: 0.063, Train Loss: 8.274e+00,Vali Loss: 1.140e+00, Train l2: 0.0989, Vali l2: 0.6886
Epoch: 317, time: 0.063, Train Loss: 8.275e+00,Vali Loss: 9.787e-01, Train l2: 0.0998, Vali l2: 0.6280
Epoch: 318, time: 0.063, Train Loss: 8.270e+00,Vali Loss: 1.115e+00, Train l2: 0.0991, Vali l2: 0.6766
Epoch: 319, time: 0.063, Train Loss: 8.271e+00,Vali Loss: 9.236e-01, Train l2: 0.1010, Vali l2: 0.6476
Epoch: 320, time: 0.063, Train Loss: 8.275e+00,Vali Loss: 8.654e-01, Train l2: 0.1003, Vali l2: 0.6249
Epoch: 321, time: 0.063, Train Loss: 8.272e+00,Vali Loss: 1.014e+00, Train l2: 0.1015, Vali l2: 0.6201
Epoch: 322, time: 0.063, Train Loss: 8.271e+00,Vali Loss: 9.416e-01, Train l2: 0.1027, Vali l2: 0.6223
Epoch: 323, time: 0.063, Train Loss: 8.268e+00,Vali Loss: 1.050e+00, Train l2: 0.1029, Vali l2: 0.6638
Epoch: 324, time: 0.063, Train Loss: 8.267e+00,Vali Loss: 9.323e-01, Train l2: 0.1074, Vali l2: 0.6518
Epoch: 325, time: 0.063, Train Loss: 8.274e+00,Vali Loss: 8.928e-01, Train l2: 0.1115, Vali l2: 0.6383
Epoch: 326, time: 0.063, Train Loss: 8.268e+00,Vali Loss: 8.501e-01, Train l2: 0.1092, Vali l2: 0.6112
Epoch: 327, time: 0.063, Train Loss: 8.270e+00,Vali Loss: 9.789e-01, Train l2: 0.1026, Vali l2: 0.6361
Epoch: 328, time: 0.063, Train Loss: 8.267e+00,Vali Loss: 8.991e-01, Train l2: 0.1014, Vali l2: 0.6155
Epoch: 329, time: 0.063, Train Loss: 8.268e+00,Vali Loss: 1.236e+00, Train l2: 0.0997, Vali l2: 0.7093
Epoch: 330, time: 0.063, Train Loss: 8.269e+00,Vali Loss: 9.409e-01, Train l2: 0.1002, Vali l2: 0.6338
Epoch: 331, time: 0.063, Train Loss: 8.267e+00,Vali Loss: 1.024e+00, Train l2: 0.1001, Vali l2: 0.6564
Epoch: 332, time: 0.063, Train Loss: 8.268e+00,Vali Loss: 7.681e-01, Train l2: 0.0997, Vali l2: 0.6038
Epoch: 333, time: 0.063, Train Loss: 8.268e+00,Vali Loss: 1.131e+00, Train l2: 0.0991, Vali l2: 0.6523
Epoch: 334, time: 0.063, Train Loss: 8.267e+00,Vali Loss: 9.512e-01, Train l2: 0.1008, Vali l2: 0.6219
Epoch: 335, time: 0.063, Train Loss: 8.264e+00,Vali Loss: 9.724e-01, Train l2: 0.0996, Vali l2: 0.6380
Epoch: 336, time: 0.063, Train Loss: 8.264e+00,Vali Loss: 9.544e-01, Train l2: 0.1009, Vali l2: 0.6295
Epoch: 337, time: 0.063, Train Loss: 8.263e+00,Vali Loss: 8.422e-01, Train l2: 0.1002, Vali l2: 0.6181
Epoch: 338, time: 0.063, Train Loss: 8.265e+00,Vali Loss: 8.597e-01, Train l2: 0.1030, Vali l2: 0.6137
Epoch: 339, time: 0.063, Train Loss: 8.260e+00,Vali Loss: 8.769e-01, Train l2: 0.1076, Vali l2: 0.6374
Epoch: 340, time: 0.063, Train Loss: 8.263e+00,Vali Loss: 9.208e-01, Train l2: 0.1035, Vali l2: 0.6345
Epoch: 341, time: 0.063, Train Loss: 8.265e+00,Vali Loss: 1.120e+00, Train l2: 0.1020, Vali l2: 0.6712
Epoch: 342, time: 0.063, Train Loss: 8.263e+00,Vali Loss: 8.340e-01, Train l2: 0.1008, Vali l2: 0.5975
Epoch: 343, time: 0.063, Train Loss: 8.261e+00,Vali Loss: 1.014e+00, Train l2: 0.1004, Vali l2: 0.6369
Epoch: 344, time: 0.063, Train Loss: 8.261e+00,Vali Loss: 1.113e+00, Train l2: 0.1019, Vali l2: 0.6603
Epoch: 345, time: 0.063, Train Loss: 8.258e+00,Vali Loss: 1.220e+00, Train l2: 0.1008, Vali l2: 0.6905
Epoch: 346, time: 0.063, Train Loss: 8.260e+00,Vali Loss: 1.039e+00, Train l2: 0.1022, Vali l2: 0.6709
Epoch: 347, time: 0.063, Train Loss: 8.260e+00,Vali Loss: 1.125e+00, Train l2: 0.1008, Vali l2: 0.6652
Epoch: 348, time: 0.063, Train Loss: 8.258e+00,Vali Loss: 8.793e-01, Train l2: 0.1007, Vali l2: 0.6295
Epoch: 349, time: 0.063, Train Loss: 8.257e+00,Vali Loss: 8.721e-01, Train l2: 0.1039, Vali l2: 0.6320
Epoch: 350, time: 0.063, Train Loss: 8.257e+00,Vali Loss: 1.220e+00, Train l2: 0.1015, Vali l2: 0.7019
Epoch: 351, time: 0.063, Train Loss: 8.257e+00,Vali Loss: 1.083e+00, Train l2: 0.1019, Vali l2: 0.6735
Epoch: 352, time: 0.063, Train Loss: 8.254e+00,Vali Loss: 8.090e-01, Train l2: 0.1032, Vali l2: 0.6301
Epoch: 353, time: 0.063, Train Loss: 8.256e+00,Vali Loss: 9.272e-01, Train l2: 0.1004, Vali l2: 0.6427
Epoch: 354, time: 0.063, Train Loss: 8.257e+00,Vali Loss: 1.498e+00, Train l2: 0.0988, Vali l2: 0.7567
Epoch: 355, time: 0.063, Train Loss: 8.255e+00,Vali Loss: 1.005e+00, Train l2: 0.0995, Vali l2: 0.6658
Epoch: 356, time: 0.063, Train Loss: 8.252e+00,Vali Loss: 9.498e-01, Train l2: 0.0996, Vali l2: 0.6524
Epoch: 357, time: 0.063, Train Loss: 8.253e+00,Vali Loss: 1.086e+00, Train l2: 0.1037, Vali l2: 0.6786
Epoch: 358, time: 0.063, Train Loss: 8.255e+00,Vali Loss: 7.535e-01, Train l2: 0.1058, Vali l2: 0.5939
Epoch: 359, time: 0.063, Train Loss: 8.253e+00,Vali Loss: 1.226e+00, Train l2: 0.1015, Vali l2: 0.6904
Epoch: 360, time: 0.063, Train Loss: 8.252e+00,Vali Loss: 8.562e-01, Train l2: 0.1005, Vali l2: 0.6111
Epoch: 361, time: 0.063, Train Loss: 8.252e+00,Vali Loss: 1.031e+00, Train l2: 0.1026, Vali l2: 0.6945
Epoch: 362, time: 0.063, Train Loss: 8.252e+00,Vali Loss: 1.066e+00, Train l2: 0.1002, Vali l2: 0.6609
Epoch: 363, time: 0.063, Train Loss: 8.250e+00,Vali Loss: 1.039e+00, Train l2: 0.0995, Vali l2: 0.6506
Epoch: 364, time: 0.063, Train Loss: 8.251e+00,Vali Loss: 7.465e-01, Train l2: 0.0989, Vali l2: 0.6117
Epoch: 365, time: 0.063, Train Loss: 8.251e+00,Vali Loss: 9.819e-01, Train l2: 0.0992, Vali l2: 0.6653
Epoch: 366, time: 0.063, Train Loss: 8.250e+00,Vali Loss: 9.152e-01, Train l2: 0.1002, Vali l2: 0.5952
Epoch: 367, time: 0.063, Train Loss: 8.248e+00,Vali Loss: 1.184e+00, Train l2: 0.1012, Vali l2: 0.7044
Epoch: 368, time: 0.063, Train Loss: 8.247e+00,Vali Loss: 1.110e+00, Train l2: 0.0997, Vali l2: 0.6597
Epoch: 369, time: 0.063, Train Loss: 8.246e+00,Vali Loss: 9.761e-01, Train l2: 0.0992, Vali l2: 0.6477
Epoch: 370, time: 0.063, Train Loss: 8.247e+00,Vali Loss: 9.904e-01, Train l2: 0.0994, Vali l2: 0.6522
Epoch: 371, time: 0.063, Train Loss: 8.245e+00,Vali Loss: 9.901e-01, Train l2: 0.0991, Vali l2: 0.6442
Epoch: 372, time: 0.063, Train Loss: 8.246e+00,Vali Loss: 1.202e+00, Train l2: 0.0987, Vali l2: 0.6900
Epoch: 373, time: 0.063, Train Loss: 8.248e+00,Vali Loss: 9.907e-01, Train l2: 0.0999, Vali l2: 0.6489
Epoch: 374, time: 0.063, Train Loss: 8.244e+00,Vali Loss: 7.867e-01, Train l2: 0.1010, Vali l2: 0.6136
Epoch: 375, time: 0.063, Train Loss: 8.242e+00,Vali Loss: 8.550e-01, Train l2: 0.1005, Vali l2: 0.6115
Epoch: 376, time: 0.063, Train Loss: 8.244e+00,Vali Loss: 8.533e-01, Train l2: 0.0986, Vali l2: 0.6049
Epoch: 377, time: 0.063, Train Loss: 8.243e+00,Vali Loss: 8.414e-01, Train l2: 0.0993, Vali l2: 0.6147
Epoch: 378, time: 0.063, Train Loss: 8.243e+00,Vali Loss: 9.815e-01, Train l2: 0.1003, Vali l2: 0.6457
Epoch: 379, time: 0.063, Train Loss: 8.243e+00,Vali Loss: 1.099e+00, Train l2: 0.1005, Vali l2: 0.6617
Epoch: 380, time: 0.063, Train Loss: 8.243e+00,Vali Loss: 1.074e+00, Train l2: 0.1008, Vali l2: 0.6612
Epoch: 381, time: 0.063, Train Loss: 8.240e+00,Vali Loss: 1.122e+00, Train l2: 0.1019, Vali l2: 0.6655
Epoch: 382, time: 0.063, Train Loss: 8.241e+00,Vali Loss: 9.461e-01, Train l2: 0.0997, Vali l2: 0.6399
Epoch: 383, time: 0.063, Train Loss: 8.240e+00,Vali Loss: 1.251e+00, Train l2: 0.0990, Vali l2: 0.6702
Epoch: 384, time: 0.063, Train Loss: 8.239e+00,Vali Loss: 1.023e+00, Train l2: 0.0988, Vali l2: 0.6494
Epoch: 385, time: 0.063, Train Loss: 8.239e+00,Vali Loss: 1.073e+00, Train l2: 0.0986, Vali l2: 0.6502
Epoch: 386, time: 0.063, Train Loss: 8.238e+00,Vali Loss: 1.055e+00, Train l2: 0.0987, Vali l2: 0.6840
Epoch: 387, time: 0.063, Train Loss: 8.237e+00,Vali Loss: 9.593e-01, Train l2: 0.0987, Vali l2: 0.6357
Epoch: 388, time: 0.063, Train Loss: 8.236e+00,Vali Loss: 1.139e+00, Train l2: 0.0999, Vali l2: 0.6604
Epoch: 389, time: 0.063, Train Loss: 8.235e+00,Vali Loss: 7.908e-01, Train l2: 0.0997, Vali l2: 0.5841
Epoch: 390, time: 0.063, Train Loss: 8.234e+00,Vali Loss: 9.695e-01, Train l2: 0.0995, Vali l2: 0.6349
Epoch: 391, time: 0.063, Train Loss: 8.236e+00,Vali Loss: 1.132e+00, Train l2: 0.0991, Vali l2: 0.6496
Epoch: 392, time: 0.063, Train Loss: 8.232e+00,Vali Loss: 1.243e+00, Train l2: 0.1001, Vali l2: 0.6971
Epoch: 393, time: 0.063, Train Loss: 8.231e+00,Vali Loss: 1.177e+00, Train l2: 0.1005, Vali l2: 0.7207
Epoch: 394, time: 0.063, Train Loss: 8.235e+00,Vali Loss: 1.109e+00, Train l2: 0.1018, Vali l2: 0.6694
Epoch: 395, time: 0.063, Train Loss: 8.234e+00,Vali Loss: 1.135e+00, Train l2: 0.1023, Vali l2: 0.6724
Epoch: 396, time: 0.063, Train Loss: 8.233e+00,Vali Loss: 1.138e+00, Train l2: 0.1001, Vali l2: 0.6505
Epoch: 397, time: 0.063, Train Loss: 8.231e+00,Vali Loss: 7.084e-01, Train l2: 0.0996, Vali l2: 0.5660
Epoch: 398, time: 0.063, Train Loss: 8.231e+00,Vali Loss: 8.231e-01, Train l2: 0.1002, Vali l2: 0.6209
Epoch: 399, time: 0.063, Train Loss: 8.234e+00,Vali Loss: 1.169e+00, Train l2: 0.0987, Vali l2: 0.6907
Epoch: 400, time: 0.063, Train Loss: 8.232e+00,Vali Loss: 1.149e+00, Train l2: 0.0972, Vali l2: 0.6668
Epoch: 401, time: 0.063, Train Loss: 8.231e+00,Vali Loss: 1.157e+00, Train l2: 0.0970, Vali l2: 0.6683
Epoch: 402, time: 0.063, Train Loss: 8.229e+00,Vali Loss: 7.608e-01, Train l2: 0.0968, Vali l2: 0.6068
Epoch: 403, time: 0.063, Train Loss: 8.230e+00,Vali Loss: 9.376e-01, Train l2: 0.0967, Vali l2: 0.6215
Epoch: 404, time: 0.063, Train Loss: 8.228e+00,Vali Loss: 9.802e-01, Train l2: 0.0965, Vali l2: 0.6461
Epoch: 405, time: 0.063, Train Loss: 8.229e+00,Vali Loss: 6.725e-01, Train l2: 0.0963, Vali l2: 0.5666
Epoch: 406, time: 0.063, Train Loss: 8.229e+00,Vali Loss: 1.133e+00, Train l2: 0.0965, Vali l2: 0.6864
Epoch: 407, time: 0.063, Train Loss: 8.229e+00,Vali Loss: 1.121e+00, Train l2: 0.0962, Vali l2: 0.6712
Epoch: 408, time: 0.063, Train Loss: 8.227e+00,Vali Loss: 1.065e+00, Train l2: 0.0970, Vali l2: 0.6749
Epoch: 409, time: 0.063, Train Loss: 8.225e+00,Vali Loss: 9.685e-01, Train l2: 0.0968, Vali l2: 0.6147
Epoch: 410, time: 0.063, Train Loss: 8.228e+00,Vali Loss: 1.220e+00, Train l2: 0.0966, Vali l2: 0.7045
Epoch: 411, time: 0.063, Train Loss: 8.226e+00,Vali Loss: 8.838e-01, Train l2: 0.0974, Vali l2: 0.6254
Epoch: 412, time: 0.063, Train Loss: 8.226e+00,Vali Loss: 1.027e+00, Train l2: 0.0969, Vali l2: 0.6661
Epoch: 413, time: 0.063, Train Loss: 8.226e+00,Vali Loss: 8.931e-01, Train l2: 0.0968, Vali l2: 0.6167
