Epoch: 0, time: 0.561, Train Loss: 1.889e+01,Vali Loss: 1.378e+01, Train l2: 0.7967, Vali l2: 0.5125
Epoch: 207, time: 0.135, Train Loss: 1.567e+00,Vali Loss: 6.544e+00, Train l2: 0.1342, Vali l2: 0.2499
Epoch: 208, time: 0.136, Train Loss: 1.008e+00,Vali Loss: 3.083e+00, Train l2: 0.1175, Vali l2: 0.1885
Epoch: 209, time: 0.136, Train Loss: 1.222e+00,Vali Loss: 5.612e+00, Train l2: 0.1228, Vali l2: 0.2379
Epoch: 210, time: 0.135, Train Loss: 9.857e-01,Vali Loss: 4.128e+00, Train l2: 0.1186, Vali l2: 0.2117
Epoch: 211, time: 0.134, Train Loss: 9.310e-01,Vali Loss: 3.100e+00, Train l2: 0.1175, Vali l2: 0.1880
Epoch: 212, time: 0.135, Train Loss: 7.142e-01,Vali Loss: 3.651e+00, Train l2: 0.1107, Vali l2: 0.2017
Epoch: 213, time: 0.138, Train Loss: 8.401e-01,Vali Loss: 5.867e+00, Train l2: 0.1134, Vali l2: 0.2461
Epoch: 214, time: 0.134, Train Loss: 7.325e-01,Vali Loss: 2.507e+00, Train l2: 0.1097, Vali l2: 0.1658
Epoch: 215, time: 0.135, Train Loss: 1.000e+00,Vali Loss: 2.991e+00, Train l2: 0.1184, Vali l2: 0.1748
Epoch: 216, time: 0.135, Train Loss: 1.265e+00,Vali Loss: 3.463e+00, Train l2: 0.1254, Vali l2: 0.1941
Epoch: 217, time: 0.136, Train Loss: 6.615e-01,Vali Loss: 3.308e+00, Train l2: 0.1093, Vali l2: 0.1912
Epoch: 218, time: 0.136, Train Loss: 1.019e+00,Vali Loss: 3.341e+00, Train l2: 0.1166, Vali l2: 0.1914
Epoch: 219, time: 0.135, Train Loss: 9.945e-01,Vali Loss: 2.650e+00, Train l2: 0.1164, Vali l2: 0.1710
Epoch: 220, time: 0.136, Train Loss: 6.320e-01,Vali Loss: 5.174e+00, Train l2: 0.1082, Vali l2: 0.2300
Epoch: 221, time: 0.135, Train Loss: 1.125e+00,Vali Loss: 2.698e+00, Train l2: 0.1204, Vali l2: 0.1769
Epoch: 222, time: 0.135, Train Loss: 1.183e+00,Vali Loss: 2.147e+00, Train l2: 0.1200, Vali l2: 0.1624
Epoch: 223, time: 0.138, Train Loss: 1.578e+00,Vali Loss: 2.532e+00, Train l2: 0.1336, Vali l2: 0.1636
Epoch: 224, time: 0.138, Train Loss: 7.598e-01,Vali Loss: 6.108e+00, Train l2: 0.1096, Vali l2: 0.2478
Epoch: 225, time: 0.137, Train Loss: 1.196e+00,Vali Loss: 5.624e+00, Train l2: 0.1193, Vali l2: 0.2417
Epoch: 226, time: 0.135, Train Loss: 8.620e-01,Vali Loss: 2.230e+00, Train l2: 0.1130, Vali l2: 0.1572
Epoch: 227, time: 0.134, Train Loss: 1.301e+00,Vali Loss: 4.788e+00, Train l2: 0.1251, Vali l2: 0.2231
Epoch: 228, time: 0.138, Train Loss: 1.013e+00,Vali Loss: 5.845e+00, Train l2: 0.1184, Vali l2: 0.2457
Epoch: 229, time: 0.135, Train Loss: 7.535e-01,Vali Loss: 2.366e+00, Train l2: 0.1097, Vali l2: 0.1591
Epoch: 230, time: 0.135, Train Loss: 1.005e+00,Vali Loss: 2.080e+00, Train l2: 0.1149, Vali l2: 0.1534
Epoch: 231, time: 0.135, Train Loss: 1.415e+00,Vali Loss: 5.837e+00, Train l2: 0.1266, Vali l2: 0.2355
Epoch: 232, time: 0.133, Train Loss: 8.490e-01,Vali Loss: 3.979e+00, Train l2: 0.1118, Vali l2: 0.2061
Epoch: 233, time: 0.135, Train Loss: 8.622e-01,Vali Loss: 2.485e+00, Train l2: 0.1087, Vali l2: 0.1629
Epoch: 234, time: 0.136, Train Loss: 4.321e-01,Vali Loss: 5.779e+00, Train l2: 0.1003, Vali l2: 0.2465
Epoch: 235, time: 0.134, Train Loss: 8.180e-01,Vali Loss: 3.810e+00, Train l2: 0.1103, Vali l2: 0.2001
Epoch: 236, time: 0.135, Train Loss: 7.002e-01,Vali Loss: 5.651e+00, Train l2: 0.1079, Vali l2: 0.2433
Epoch: 237, time: 0.134, Train Loss: 2.427e+00,Vali Loss: 4.960e+00, Train l2: 0.1469, Vali l2: 0.2238
Epoch: 238, time: 0.134, Train Loss: 5.564e-01,Vali Loss: 2.215e+00, Train l2: 0.1082, Vali l2: 0.1520
Epoch: 239, time: 0.134, Train Loss: 1.330e+00,Vali Loss: 3.333e+00, Train l2: 0.1215, Vali l2: 0.1910
Epoch: 240, time: 0.135, Train Loss: 5.349e-01,Vali Loss: 3.023e+00, Train l2: 0.1027, Vali l2: 0.1812
Epoch: 241, time: 0.135, Train Loss: 8.167e-01,Vali Loss: 6.644e+00, Train l2: 0.1111, Vali l2: 0.2575
Epoch: 242, time: 0.136, Train Loss: 2.377e+00,Vali Loss: 7.192e+00, Train l2: 0.1430, Vali l2: 0.2596
Epoch: 243, time: 0.136, Train Loss: 1.065e+00,Vali Loss: 2.235e+00, Train l2: 0.1228, Vali l2: 0.1624
Epoch: 244, time: 0.136, Train Loss: 6.932e-01,Vali Loss: 5.142e+00, Train l2: 0.1091, Vali l2: 0.2265
Epoch: 245, time: 0.137, Train Loss: 1.096e+00,Vali Loss: 4.660e+00, Train l2: 0.1169, Vali l2: 0.2209
Epoch: 246, time: 0.135, Train Loss: 8.240e-01,Vali Loss: 3.854e+00, Train l2: 0.1062, Vali l2: 0.2003
Epoch: 247, time: 0.138, Train Loss: 6.676e-01,Vali Loss: 5.323e+00, Train l2: 0.1026, Vali l2: 0.2300
Epoch: 248, time: 0.137, Train Loss: 5.014e-01,Vali Loss: 3.461e+00, Train l2: 0.1001, Vali l2: 0.1967
Epoch: 249, time: 0.137, Train Loss: 7.829e-01,Vali Loss: 2.533e+00, Train l2: 0.1085, Vali l2: 0.1803
Epoch: 250, time: 0.136, Train Loss: 5.453e-01,Vali Loss: 3.092e+00, Train l2: 0.1076, Vali l2: 0.1814
Epoch: 251, time: 0.136, Train Loss: 6.375e-01,Vali Loss: 2.846e+00, Train l2: 0.1022, Vali l2: 0.1731
Epoch: 252, time: 0.136, Train Loss: 1.452e+00,Vali Loss: 2.580e+00, Train l2: 0.1229, Vali l2: 0.1767
Epoch: 253, time: 0.139, Train Loss: 6.420e-01,Vali Loss: 3.161e+00, Train l2: 0.1045, Vali l2: 0.1793
Epoch: 254, time: 0.134, Train Loss: 1.581e+00,Vali Loss: 2.339e+00, Train l2: 0.1238, Vali l2: 0.1585
Epoch: 255, time: 0.136, Train Loss: 6.889e-01,Vali Loss: 4.324e+00, Train l2: 0.1035, Vali l2: 0.2091
Epoch: 256, time: 0.136, Train Loss: 5.853e-01,Vali Loss: 2.497e+00, Train l2: 0.1006, Vali l2: 0.1619
Epoch: 257, time: 0.133, Train Loss: 8.869e-01,Vali Loss: 4.089e+00, Train l2: 0.1070, Vali l2: 0.2017
Epoch: 258, time: 0.136, Train Loss: 1.721e+00,Vali Loss: 2.027e+00, Train l2: 0.1322, Vali l2: 0.1692
Epoch: 259, time: 0.137, Train Loss: 1.410e+00,Vali Loss: 3.555e+00, Train l2: 0.1309, Vali l2: 0.1901
Epoch: 260, time: 0.136, Train Loss: 4.431e-01,Vali Loss: 4.000e+00, Train l2: 0.1010, Vali l2: 0.2019
Epoch: 261, time: 0.136, Train Loss: 9.860e-01,Vali Loss: 3.542e+00, Train l2: 0.1101, Vali l2: 0.1949
Epoch: 262, time: 0.135, Train Loss: 8.917e-01,Vali Loss: 2.137e+00, Train l2: 0.1045, Vali l2: 0.1501
Epoch: 263, time: 0.136, Train Loss: 9.374e-01,Vali Loss: 2.633e+00, Train l2: 0.1083, Vali l2: 0.1629
Epoch: 264, time: 0.136, Train Loss: 8.236e-01,Vali Loss: 7.785e+00, Train l2: 0.1040, Vali l2: 0.2644
Epoch: 265, time: 0.136, Train Loss: 1.328e+00,Vali Loss: 2.270e+00, Train l2: 0.1169, Vali l2: 0.1651
Epoch: 266, time: 0.136, Train Loss: 1.441e+00,Vali Loss: 5.721e+00, Train l2: 0.1262, Vali l2: 0.2339
Epoch: 267, time: 0.136, Train Loss: 6.032e-01,Vali Loss: 3.076e+00, Train l2: 0.0995, Vali l2: 0.1779
Epoch: 268, time: 0.132, Train Loss: 6.962e-01,Vali Loss: 2.391e+00, Train l2: 0.1006, Vali l2: 0.1546
Epoch: 269, time: 0.134, Train Loss: 4.225e-01,Vali Loss: 4.727e+00, Train l2: 0.0931, Vali l2: 0.2177
Epoch: 270, time: 0.137, Train Loss: 9.328e-01,Vali Loss: 2.474e+00, Train l2: 0.1061, Vali l2: 0.1580
Epoch: 271, time: 0.137, Train Loss: 8.664e-01,Vali Loss: 2.290e+00, Train l2: 0.1069, Vali l2: 0.1571
Epoch: 272, time: 0.135, Train Loss: 1.071e+00,Vali Loss: 5.233e+00, Train l2: 0.1096, Vali l2: 0.2264
Epoch: 273, time: 0.136, Train Loss: 1.717e+00,Vali Loss: 2.411e+00, Train l2: 0.1334, Vali l2: 0.1611
Epoch: 274, time: 0.136, Train Loss: 5.013e-01,Vali Loss: 3.010e+00, Train l2: 0.1004, Vali l2: 0.1711
Epoch: 275, time: 0.133, Train Loss: 7.284e-01,Vali Loss: 2.421e+00, Train l2: 0.1001, Vali l2: 0.1599
Epoch: 276, time: 0.135, Train Loss: 3.277e-01,Vali Loss: 4.011e+00, Train l2: 0.0881, Vali l2: 0.2039
Epoch: 277, time: 0.137, Train Loss: 7.345e-01,Vali Loss: 2.102e+00, Train l2: 0.0971, Vali l2: 0.1463
Epoch: 278, time: 0.135, Train Loss: 2.089e+00,Vali Loss: 2.661e+00, Train l2: 0.1338, Vali l2: 0.1667
Epoch: 279, time: 0.135, Train Loss: 6.525e-01,Vali Loss: 2.699e+00, Train l2: 0.0974, Vali l2: 0.1654
Epoch: 280, time: 0.137, Train Loss: 5.863e-01,Vali Loss: 4.242e+00, Train l2: 0.0969, Vali l2: 0.2065
Epoch: 281, time: 0.134, Train Loss: 6.299e-01,Vali Loss: 2.474e+00, Train l2: 0.0971, Vali l2: 0.1596
Epoch: 282, time: 0.137, Train Loss: 4.654e-01,Vali Loss: 3.205e+00, Train l2: 0.0914, Vali l2: 0.1807
Epoch: 283, time: 0.137, Train Loss: 7.721e-01,Vali Loss: 4.369e+00, Train l2: 0.0994, Vali l2: 0.2129
Epoch: 284, time: 0.137, Train Loss: 6.800e-01,Vali Loss: 2.391e+00, Train l2: 0.0956, Vali l2: 0.1597
Epoch: 285, time: 0.133, Train Loss: 6.216e-01,Vali Loss: 3.072e+00, Train l2: 0.0960, Vali l2: 0.1831
Epoch: 286, time: 0.135, Train Loss: 8.662e-01,Vali Loss: 4.369e+00, Train l2: 0.1008, Vali l2: 0.2177
Epoch: 287, time: 0.136, Train Loss: 8.174e-01,Vali Loss: 2.200e+00, Train l2: 0.0980, Vali l2: 0.1494
Epoch: 288, time: 0.133, Train Loss: 6.568e-01,Vali Loss: 2.221e+00, Train l2: 0.1001, Vali l2: 0.1552
Epoch: 289, time: 0.137, Train Loss: 1.377e+00,Vali Loss: 5.964e+00, Train l2: 0.1187, Vali l2: 0.2407
Epoch: 290, time: 0.134, Train Loss: 7.864e-01,Vali Loss: 2.435e+00, Train l2: 0.1029, Vali l2: 0.1599
Epoch: 291, time: 0.136, Train Loss: 3.960e-01,Vali Loss: 2.805e+00, Train l2: 0.0903, Vali l2: 0.1665
Epoch: 292, time: 0.135, Train Loss: 6.206e-01,Vali Loss: 3.020e+00, Train l2: 0.0956, Vali l2: 0.1799
Epoch: 293, time: 0.136, Train Loss: 4.748e-01,Vali Loss: 4.671e+00, Train l2: 0.0927, Vali l2: 0.2191
Epoch: 294, time: 0.137, Train Loss: 1.301e+00,Vali Loss: 2.327e+00, Train l2: 0.1126, Vali l2: 0.1664
Epoch: 295, time: 0.135, Train Loss: 8.699e-01,Vali Loss: 3.753e+00, Train l2: 0.1024, Vali l2: 0.1942
Epoch: 296, time: 0.134, Train Loss: 5.341e-01,Vali Loss: 3.433e+00, Train l2: 0.0939, Vali l2: 0.1851
Epoch: 297, time: 0.135, Train Loss: 6.683e-01,Vali Loss: 2.385e+00, Train l2: 0.0944, Vali l2: 0.1570
Epoch: 298, time: 0.135, Train Loss: 4.397e-01,Vali Loss: 5.406e+00, Train l2: 0.0873, Vali l2: 0.2282
Epoch: 299, time: 0.136, Train Loss: 1.503e+00,Vali Loss: 2.208e+00, Train l2: 0.1217, Vali l2: 0.1482
Epoch: 300, time: 0.137, Train Loss: 8.448e-01,Vali Loss: 3.054e+00, Train l2: 0.0987, Vali l2: 0.1787
Epoch: 301, time: 0.135, Train Loss: 4.453e-01,Vali Loss: 2.424e+00, Train l2: 0.0882, Vali l2: 0.1544
Epoch: 302, time: 0.138, Train Loss: 5.395e-01,Vali Loss: 2.447e+00, Train l2: 0.0895, Vali l2: 0.1555
Epoch: 303, time: 0.138, Train Loss: 3.744e-01,Vali Loss: 4.558e+00, Train l2: 0.0852, Vali l2: 0.2133
Epoch: 304, time: 0.137, Train Loss: 6.304e-01,Vali Loss: 2.899e+00, Train l2: 0.0888, Vali l2: 0.1701
Epoch: 305, time: 0.135, Train Loss: 3.712e-01,Vali Loss: 4.291e+00, Train l2: 0.0843, Vali l2: 0.2091
Epoch: 306, time: 0.139, Train Loss: 7.658e-01,Vali Loss: 2.830e+00, Train l2: 0.0952, Vali l2: 0.1726
Epoch: 307, time: 0.138, Train Loss: 7.292e-01,Vali Loss: 3.948e+00, Train l2: 0.0921, Vali l2: 0.1973
Epoch: 308, time: 0.137, Train Loss: 5.299e-01,Vali Loss: 3.589e+00, Train l2: 0.0913, Vali l2: 0.1901
Epoch: 309, time: 0.136, Train Loss: 4.344e-01,Vali Loss: 2.856e+00, Train l2: 0.0868, Vali l2: 0.1686
Epoch: 310, time: 0.136, Train Loss: 4.722e-01,Vali Loss: 3.881e+00, Train l2: 0.0868, Vali l2: 0.1976
Epoch: 311, time: 0.135, Train Loss: 5.358e-01,Vali Loss: 3.280e+00, Train l2: 0.0893, Vali l2: 0.1842
Epoch: 312, time: 0.136, Train Loss: 4.860e-01,Vali Loss: 2.434e+00, Train l2: 0.0871, Vali l2: 0.1569
Epoch: 313, time: 0.137, Train Loss: 4.778e-01,Vali Loss: 4.556e+00, Train l2: 0.0872, Vali l2: 0.2123
Epoch: 314, time: 0.134, Train Loss: 4.209e-01,Vali Loss: 2.566e+00, Train l2: 0.0846, Vali l2: 0.1605
Epoch: 315, time: 0.135, Train Loss: 3.766e-01,Vali Loss: 4.449e+00, Train l2: 0.0865, Vali l2: 0.2095
Epoch: 316, time: 0.135, Train Loss: 6.535e-01,Vali Loss: 3.666e+00, Train l2: 0.0909, Vali l2: 0.1924
Epoch: 317, time: 0.135, Train Loss: 6.352e-01,Vali Loss: 2.276e+00, Train l2: 0.0937, Vali l2: 0.1470
Epoch: 318, time: 0.135, Train Loss: 2.930e-01,Vali Loss: 3.928e+00, Train l2: 0.0812, Vali l2: 0.1995
Epoch: 319, time: 0.135, Train Loss: 5.557e-01,Vali Loss: 3.733e+00, Train l2: 0.0888, Vali l2: 0.1968
Epoch: 320, time: 0.133, Train Loss: 5.462e-01,Vali Loss: 3.237e+00, Train l2: 0.0887, Vali l2: 0.1815
Epoch: 321, time: 0.136, Train Loss: 5.516e-01,Vali Loss: 3.503e+00, Train l2: 0.0885, Vali l2: 0.1892
Epoch: 322, time: 0.137, Train Loss: 6.664e-01,Vali Loss: 2.654e+00, Train l2: 0.0924, Vali l2: 0.1662
Epoch: 323, time: 0.136, Train Loss: 3.548e-01,Vali Loss: 4.102e+00, Train l2: 0.0827, Vali l2: 0.2014
Epoch: 324, time: 0.134, Train Loss: 4.722e-01,Vali Loss: 2.107e+00, Train l2: 0.0877, Vali l2: 0.1450
Epoch: 325, time: 0.135, Train Loss: 8.291e-01,Vali Loss: 3.214e+00, Train l2: 0.0978, Vali l2: 0.1810
Epoch: 326, time: 0.134, Train Loss: 5.549e-01,Vali Loss: 3.063e+00, Train l2: 0.0889, Vali l2: 0.1763
Epoch: 327, time: 0.134, Train Loss: 6.094e-01,Vali Loss: 3.153e+00, Train l2: 0.0888, Vali l2: 0.1755
Epoch: 328, time: 0.136, Train Loss: 3.681e-01,Vali Loss: 3.061e+00, Train l2: 0.0846, Vali l2: 0.1763
Epoch: 329, time: 0.135, Train Loss: 5.637e-01,Vali Loss: 2.773e+00, Train l2: 0.0879, Vali l2: 0.1673
Epoch: 330, time: 0.135, Train Loss: 4.470e-01,Vali Loss: 4.136e+00, Train l2: 0.0865, Vali l2: 0.2028
Epoch: 331, time: 0.136, Train Loss: 4.952e-01,Vali Loss: 3.120e+00, Train l2: 0.0876, Vali l2: 0.1761
Epoch: 332, time: 0.136, Train Loss: 4.400e-01,Vali Loss: 2.993e+00, Train l2: 0.0843, Vali l2: 0.1710
Epoch: 333, time: 0.137, Train Loss: 3.216e-01,Vali Loss: 2.980e+00, Train l2: 0.0808, Vali l2: 0.1706
Epoch: 334, time: 0.135, Train Loss: 6.318e-01,Vali Loss: 3.114e+00, Train l2: 0.0889, Vali l2: 0.1753
Epoch: 335, time: 0.137, Train Loss: 7.209e-01,Vali Loss: 3.942e+00, Train l2: 0.0908, Vali l2: 0.1972
Epoch: 336, time: 0.135, Train Loss: 4.103e-01,Vali Loss: 2.309e+00, Train l2: 0.0839, Vali l2: 0.1509
Epoch: 337, time: 0.137, Train Loss: 3.508e-01,Vali Loss: 4.537e+00, Train l2: 0.0848, Vali l2: 0.2104
Epoch: 338, time: 0.136, Train Loss: 5.544e-01,Vali Loss: 2.403e+00, Train l2: 0.0882, Vali l2: 0.1541
Epoch: 339, time: 0.135, Train Loss: 4.161e-01,Vali Loss: 5.236e+00, Train l2: 0.0841, Vali l2: 0.2264
Epoch: 340, time: 0.137, Train Loss: 5.528e-01,Vali Loss: 2.416e+00, Train l2: 0.0878, Vali l2: 0.1569
Epoch: 341, time: 0.139, Train Loss: 5.910e-01,Vali Loss: 5.522e+00, Train l2: 0.0877, Vali l2: 0.2268
Epoch: 342, time: 0.136, Train Loss: 6.600e-01,Vali Loss: 2.638e+00, Train l2: 0.0952, Vali l2: 0.1694
Epoch: 343, time: 0.136, Train Loss: 4.741e-01,Vali Loss: 3.339e+00, Train l2: 0.0858, Vali l2: 0.1818
Epoch: 344, time: 0.136, Train Loss: 3.295e-01,Vali Loss: 3.549e+00, Train l2: 0.0812, Vali l2: 0.1893
Epoch: 345, time: 0.136, Train Loss: 3.517e-01,Vali Loss: 3.091e+00, Train l2: 0.0816, Vali l2: 0.1726
Epoch: 346, time: 0.137, Train Loss: 5.364e-01,Vali Loss: 2.360e+00, Train l2: 0.0869, Vali l2: 0.1579
Epoch: 347, time: 0.137, Train Loss: 5.736e-01,Vali Loss: 3.091e+00, Train l2: 0.0876, Vali l2: 0.1741
Epoch: 348, time: 0.137, Train Loss: 6.012e-01,Vali Loss: 3.737e+00, Train l2: 0.0881, Vali l2: 0.1921
Epoch: 349, time: 0.136, Train Loss: 5.525e-01,Vali Loss: 3.110e+00, Train l2: 0.0865, Vali l2: 0.1795
Epoch: 350, time: 0.137, Train Loss: 5.403e-01,Vali Loss: 2.380e+00, Train l2: 0.0870, Vali l2: 0.1529
Epoch: 351, time: 0.135, Train Loss: 7.101e-01,Vali Loss: 3.101e+00, Train l2: 0.0934, Vali l2: 0.1744
Epoch: 352, time: 0.135, Train Loss: 4.313e-01,Vali Loss: 4.864e+00, Train l2: 0.0869, Vali l2: 0.2213
Epoch: 353, time: 0.135, Train Loss: 8.878e-01,Vali Loss: 3.209e+00, Train l2: 0.0950, Vali l2: 0.1772
Epoch: 354, time: 0.136, Train Loss: 3.714e-01,Vali Loss: 3.864e+00, Train l2: 0.0810, Vali l2: 0.1972
Epoch: 355, time: 0.137, Train Loss: 6.583e-01,Vali Loss: 2.456e+00, Train l2: 0.0907, Vali l2: 0.1593
Epoch: 356, time: 0.134, Train Loss: 3.693e-01,Vali Loss: 3.529e+00, Train l2: 0.0820, Vali l2: 0.1866
Epoch: 357, time: 0.135, Train Loss: 5.696e-01,Vali Loss: 2.950e+00, Train l2: 0.0848, Vali l2: 0.1711
Epoch: 358, time: 0.136, Train Loss: 4.139e-01,Vali Loss: 3.498e+00, Train l2: 0.0832, Vali l2: 0.1852
Epoch: 359, time: 0.138, Train Loss: 4.167e-01,Vali Loss: 4.647e+00, Train l2: 0.0838, Vali l2: 0.2172
Epoch: 360, time: 0.136, Train Loss: 5.696e-01,Vali Loss: 3.155e+00, Train l2: 0.0859, Vali l2: 0.1753
Epoch: 361, time: 0.135, Train Loss: 5.552e-01,Vali Loss: 2.618e+00, Train l2: 0.0880, Vali l2: 0.1651
Epoch: 362, time: 0.136, Train Loss: 3.475e-01,Vali Loss: 3.848e+00, Train l2: 0.0807, Vali l2: 0.1908
Epoch: 363, time: 0.137, Train Loss: 3.141e-01,Vali Loss: 2.621e+00, Train l2: 0.0808, Vali l2: 0.1627
Epoch: 364, time: 0.135, Train Loss: 5.059e-01,Vali Loss: 2.645e+00, Train l2: 0.0871, Vali l2: 0.1632
Epoch: 365, time: 0.137, Train Loss: 4.902e-01,Vali Loss: 3.329e+00, Train l2: 0.0843, Vali l2: 0.1817
Epoch: 366, time: 0.135, Train Loss: 4.464e-01,Vali Loss: 3.914e+00, Train l2: 0.0821, Vali l2: 0.1959
Epoch: 367, time: 0.135, Train Loss: 4.785e-01,Vali Loss: 2.858e+00, Train l2: 0.0824, Vali l2: 0.1676
Epoch: 368, time: 0.137, Train Loss: 2.753e-01,Vali Loss: 3.767e+00, Train l2: 0.0775, Vali l2: 0.1966
Epoch: 369, time: 0.136, Train Loss: 4.678e-01,Vali Loss: 2.282e+00, Train l2: 0.0828, Vali l2: 0.1474
Epoch: 370, time: 0.136, Train Loss: 7.473e-01,Vali Loss: 3.326e+00, Train l2: 0.0909, Vali l2: 0.1837
Epoch: 371, time: 0.135, Train Loss: 3.891e-01,Vali Loss: 3.100e+00, Train l2: 0.0802, Vali l2: 0.1774
Epoch: 372, time: 0.135, Train Loss: 3.724e-01,Vali Loss: 4.486e+00, Train l2: 0.0807, Vali l2: 0.2091
Epoch: 373, time: 0.138, Train Loss: 4.474e-01,Vali Loss: 2.656e+00, Train l2: 0.0844, Vali l2: 0.1607
Epoch: 374, time: 0.134, Train Loss: 4.767e-01,Vali Loss: 3.700e+00, Train l2: 0.0838, Vali l2: 0.1949
Epoch: 375, time: 0.136, Train Loss: 4.226e-01,Vali Loss: 2.876e+00, Train l2: 0.0821, Vali l2: 0.1721
Epoch: 376, time: 0.136, Train Loss: 3.496e-01,Vali Loss: 2.780e+00, Train l2: 0.0801, Vali l2: 0.1627
Epoch: 377, time: 0.137, Train Loss: 5.230e-01,Vali Loss: 3.477e+00, Train l2: 0.0864, Vali l2: 0.1865
Epoch: 378, time: 0.135, Train Loss: 6.112e-01,Vali Loss: 2.798e+00, Train l2: 0.0864, Vali l2: 0.1662
Epoch: 379, time: 0.136, Train Loss: 4.275e-01,Vali Loss: 2.814e+00, Train l2: 0.0813, Vali l2: 0.1662
Epoch: 380, time: 0.136, Train Loss: 4.930e-01,Vali Loss: 2.767e+00, Train l2: 0.0840, Vali l2: 0.1657
Epoch: 381, time: 0.135, Train Loss: 6.130e-01,Vali Loss: 4.163e+00, Train l2: 0.0858, Vali l2: 0.2033
Epoch: 382, time: 0.136, Train Loss: 3.897e-01,Vali Loss: 2.998e+00, Train l2: 0.0810, Vali l2: 0.1719
Epoch: 383, time: 0.137, Train Loss: 6.453e-01,Vali Loss: 3.586e+00, Train l2: 0.0881, Vali l2: 0.1886
Epoch: 384, time: 0.135, Train Loss: 4.107e-01,Vali Loss: 2.394e+00, Train l2: 0.0816, Vali l2: 0.1534
Epoch: 385, time: 0.136, Train Loss: 3.055e-01,Vali Loss: 3.966e+00, Train l2: 0.0780, Vali l2: 0.1985
Epoch: 386, time: 0.136, Train Loss: 3.998e-01,Vali Loss: 3.086e+00, Train l2: 0.0824, Vali l2: 0.1753
Epoch: 387, time: 0.136, Train Loss: 5.740e-01,Vali Loss: 2.445e+00, Train l2: 0.0856, Vali l2: 0.1560
Epoch: 388, time: 0.135, Train Loss: 3.193e-01,Vali Loss: 3.862e+00, Train l2: 0.0785, Vali l2: 0.1947
Epoch: 389, time: 0.136, Train Loss: 4.573e-01,Vali Loss: 2.658e+00, Train l2: 0.0804, Vali l2: 0.1591
Epoch: 390, time: 0.137, Train Loss: 6.079e-01,Vali Loss: 3.947e+00, Train l2: 0.0874, Vali l2: 0.1950
Epoch: 391, time: 0.138, Train Loss: 4.454e-01,Vali Loss: 4.273e+00, Train l2: 0.0824, Vali l2: 0.2092
Epoch: 392, time: 0.134, Train Loss: 5.355e-01,Vali Loss: 3.276e+00, Train l2: 0.0844, Vali l2: 0.1789
Epoch: 393, time: 0.135, Train Loss: 4.461e-01,Vali Loss: 2.528e+00, Train l2: 0.0822, Vali l2: 0.1622
Epoch: 394, time: 0.136, Train Loss: 6.680e-01,Vali Loss: 4.034e+00, Train l2: 0.0906, Vali l2: 0.1970
Epoch: 395, time: 0.137, Train Loss: 6.585e-01,Vali Loss: 3.685e+00, Train l2: 0.0896, Vali l2: 0.1929
Epoch: 396, time: 0.134, Train Loss: 7.251e-01,Vali Loss: 3.531e+00, Train l2: 0.0912, Vali l2: 0.1876
Epoch: 397, time: 0.137, Train Loss: 5.639e-01,Vali Loss: 3.067e+00, Train l2: 0.0845, Vali l2: 0.1735
Epoch: 398, time: 0.136, Train Loss: 3.611e-01,Vali Loss: 2.966e+00, Train l2: 0.0786, Vali l2: 0.1730
Epoch: 399, time: 0.135, Train Loss: 3.058e-01,Vali Loss: 3.712e+00, Train l2: 0.0780, Vali l2: 0.1927
Epoch: 400, time: 0.136, Train Loss: 4.568e-01,Vali Loss: 3.076e+00, Train l2: 0.0825, Vali l2: 0.1747
Epoch: 401, time: 0.136, Train Loss: 3.161e-01,Vali Loss: 3.141e+00, Train l2: 0.0768, Vali l2: 0.1743
Epoch: 402, time: 0.135, Train Loss: 3.776e-01,Vali Loss: 2.775e+00, Train l2: 0.0783, Vali l2: 0.1627
Epoch: 403, time: 0.138, Train Loss: 3.361e-01,Vali Loss: 2.988e+00, Train l2: 0.0775, Vali l2: 0.1698
Epoch: 404, time: 0.138, Train Loss: 3.915e-01,Vali Loss: 3.487e+00, Train l2: 0.0780, Vali l2: 0.1830
Epoch: 405, time: 0.140, Train Loss: 3.147e-01,Vali Loss: 2.883e+00, Train l2: 0.0767, Vali l2: 0.1672
Epoch: 406, time: 0.134, Train Loss: 3.955e-01,Vali Loss: 3.321e+00, Train l2: 0.0786, Vali l2: 0.1811
Epoch: 407, time: 0.135, Train Loss: 3.072e-01,Vali Loss: 3.191e+00, Train l2: 0.0760, Vali l2: 0.1762
Epoch: 408, time: 0.137, Train Loss: 3.425e-01,Vali Loss: 3.500e+00, Train l2: 0.0772, Vali l2: 0.1846
Epoch: 409, time: 0.135, Train Loss: 4.432e-01,Vali Loss: 3.157e+00, Train l2: 0.0801, Vali l2: 0.1755
Epoch: 410, time: 0.135, Train Loss: 3.400e-01,Vali Loss: 3.323e+00, Train l2: 0.0774, Vali l2: 0.1797
Epoch: 411, time: 0.136, Train Loss: 3.865e-01,Vali Loss: 3.299e+00, Train l2: 0.0776, Vali l2: 0.1802
Epoch: 412, time: 0.136, Train Loss: 3.121e-01,Vali Loss: 3.077e+00, Train l2: 0.0759, Vali l2: 0.1719
Epoch: 413, time: 0.134, Train Loss: 3.635e-01,Vali Loss: 3.451e+00, Train l2: 0.0782, Vali l2: 0.1832
